boardsize,coverage,startx,starty,pathcost,executiontime,nodes_explored,path_length,memory_usage
2,2.0,0.46,0.52,0.0,5.01,2.0,0.0,0.0
3,4.0,1.12,1.04,0.0,11.17,2.44,0.0,0.0
4,8.0,1.53,1.5,12.48,20.24,14.48,4.16,60808.96
5,12.0,2.28,1.95,36.04,21.88,202.26,12.0,140123.28
6,18.0,2.25,2.84,55.0,29.89,8506.92,18.0,1325178.88
7,24.0,2.89,3.06,72.27,69.76,83145.96,24.0,13930120.88
8,32.0,3.15,3.27,96.43,1178.52,2331946.89,32.0,409190405.84
