boardsize,coverage,startx,starty,pathcost,executiontime,nodes_explored,path_length,memory_usage
2,2.0,0.59,0.54,0.0,5.11,2.0,0.0,0.0
3,4.0,0.99,1.01,0.0,12.0,2.5,0.0,0.0
4,8.0,1.5,1.42,10.8,19.73,14.55,3.6,52629.6
5,12.0,1.91,1.76,36.04,21.2,196.59,12.0,139404.88
6,18.0,2.4,2.47,55.0,29.48,8383.08,18.0,1305145.76
7,24.0,3.19,2.69,72.29,72.8,91141.12,24.0,15149535.36
8,32.0,3.08,3.56,96.34,1064.43,2106544.54,32.0,370241503.36
