boardsize,coverage,startx,starty,pathcost,executiontime,nodes_explored,path_length,memory_usage
2,2.0,0.54,0.53,0.0,5.2,2.0,0.0,0.0
3,4.0,1.0,0.95,0.0,4.73,2.4,0.0,0.0
4,8.0,1.49,1.47,11.52,4.73,14.52,3.84,-480.0
5,12.0,2.16,2.16,36.61,10.9,1684.83,12.0,179239.6
6,18.0,2.2,2.54,55.0,1722.72,1870515.35,18.0,217085254.88
