boardsize,coverage,startx,starty,pathcost,executiontime,nodes_explored,path_length,memory_usage
2,2.0,0.47,0.5,0.0,4.55,2.0,0.0,0.0
3,4.0,1.05,0.94,0.0,10.45,2.42,0.0,0.0
4,8.0,1.48,1.61,12.72,19.89,11.29,4.24,61766.4
5,12.0,2.0,2.09,36.3,19.79,12.0,12.0,117409.92
6,18.0,2.39,2.79,55.0,20.36,18.93,18.0,118994.72
7,24.0,3.08,2.88,73.36,19.98,25.18,24.0,120526.4
8,32.0,3.63,3.29,97.44,20.6,32.61,32.0,122549.12
9,40.0,4.25,4.01,121.99,21.3,40.93,40.0,124862.72
10,50.0,4.21,4.18,152.01,21.72,50.7,50.0,127632.96
