boardsize,coverage,startx,starty,pathcost,executiontime,nodes_explored,path_length,memory_usage
2,2.0,0.47,0.5,0.0,3.35,2.0,0.0,
3,4.0,1.17,0.95,0.0,3.45,2.43,0.0,
4,8.0,1.54,1.5,12.96,4.22,14.46,-600.48,
5,12.0,1.93,2.1,36.54,12.25,1663.92,155480.24,
6,18.0,2.61,2.32,55.0,1885.23,1889373.6,192047604.08,
